Analyte ID,m/z,Mode,Analyte Name,Formula,KEGG ID,HMDB ID,MSI Confidence Level
117.0556_3.53,117.0556,nHILIC,alpha-Hydroxyisovaleric acid|beta-Hydroxyisovalerate,C5H10O3,NA,HMDB00407|HMDB00754,2
152.0717_3.49,152.0717,nHILIC,0,0,0,0,0
152.0717_3.44,152.0717,nHILIC,0,0,0,0,0
726.5469_3.37,726.5469,nHILIC,0,0,0,0,0
175.0976_3.31,175.0976,nHILIC,0,0,0,0,0
310.1152_3.27,310.1152,nHILIC,"N2,N2-Dimethylguanosine",C12H17N5O5,NA,HMDB04824,1
259.1185_3.25,259.1185,nHILIC,0,0,0,0,0
131.0349_3.18,131.0349,nHILIC,0,0,0,0,0
112.0516_3.12,112.0516,nHILIC,Creatinine,C4H7N3O,C00791,HMDB00562,1
310.1151_3.11,310.1151,nHILIC,"N2,N2-Dimethylguanosine",C12H17N5O5,NA,HMDB04824,1
377.2692_3.07,377.2692,nHILIC,0,0,0,0,0
97.0659_3.07,97.0659,nHILIC,0,0,0,0,0
313.1191_3.04,313.1191,nHILIC,0,0,0,0,0
377.2693_3.02,377.2693,nHILIC,0,0,0,0,0
120.9965_3.01,120.9965,nHILIC,0,0,0,0,0
119.0502_2.99,119.0502,nHILIC,0,0,0,0,0
215.1289_2.98,215.1289,nHILIC,0,0,0,0,0
144.0665_2.97,144.0665,nHILIC,0,0,0,0,0
377.2695_2.96,377.2695,nHILIC,0,0,0,0,0
125.0469_2.94,125.0469,nHILIC,0,0,0,0,0
147.0451_2.93,147.0451,nHILIC,"Cinnamic acid|trans-Cinnamic acid|(E)-3-(2-Hydroxyphenyl)-2-propenal|Di-2-furanylmethane|1-Phenyl-1,2-propanedione|3,4-Dihydro-2H-1-benzopyran-2-one|(E)-3-(4-Hydroxyphenyl)-2-propenal",C9H8O2,C10438|C00423|||C17268|C02274|C05608,HMDB00567|HMDB00930|HMDB31725|HMDB32947|HMDB35243|HMDB36626|HMDB40986,NA
215.1289_2.92,215.1289,nHILIC,0,0,0,0,0
315.2539_2.92,315.2539,nHILIC,0,0,0,0,0
309.2069_2.92,309.2069,nHILIC,"C18:2,DC FA (Octadecadienedioic acid)",C18H30O4,NA,NA,2
175.0974_2.89,175.0974,nHILIC,0,0,0,0,0
261.0791_2.89,261.0791,nHILIC,0,0,0,0,0
167.0874_2.85,167.0874,nHILIC,0,0,0,0,0
559.3985_2.84,559.3985,nHILIC,0,0,0,0,0
275.0988_2.83,275.0988,nHILIC,0,0,0,0,0
162.056_2.83,162.056,nHILIC,0,0,0,0,0
405.2644_2.8,405.2644,nHILIC,0,0,0,0,0
311.2225_2.8,311.2225,nHILIC,"C18:1,DC FA (Octadecenedioic acid)",C18H32O4,NA,HMDB00782,2
131.0713_2.77,131.0713,nHILIC,"C6:0,OH FA (Hydroxyhexanoic acid)",C6H12O3,NA,HMDB00409,2
182.0822_2.76,182.0822,nHILIC,C9H13NO3,C9H13NO3,NA,NA,4
212.0927_2.75,212.0927,nHILIC,0,0,0,0,0
479.3375_2.72,479.3375,nHILIC,Brassinolide|24-Epibrassinolide,NA,C11049|,HMDB34081|HMDB41130,NA
353.2695_2.69,353.2695,nHILIC,NA,NA,NA,NA,NA
507.3687_2.66,507.3687,nHILIC,Fasciculol C,NA,NA,HMDB35853,NA
351.2539_2.65,351.2539,nHILIC,NA,NA,NA,NA,NA
463.3063_2.65,463.3063,nHILIC,0,C27H44O6,0,0,NA
128.0717_2.62,128.0717,nHILIC,0,0,0,0,0
254.1194_2.62,254.1194,nHILIC,0,0,0,0,0
213.1131_2.62,213.1131,nHILIC,"5-Hexyltetrahydro-2-oxo-3-furancarboxylic acid|alpha-Carboxy-delta-decalactone|2-Carboxy-5,7-dimethyl-4-octanolide",C11H18O4,||,HMDB30984|HMDB30985|HMDB30986,NA
441.3582_2.61,441.3582,nHILIC,0,0,0,0,0
377.2696_2.58,377.2696,nHILIC,MG(20:4),C23H38O4,C13856,HMDB04666,2
349.2384_2.58,349.2384,nHILIC,NA,NA,NA,NA,NA
188.0352_2.57,188.0352,nHILIC,0,0,0,0,0
395.3894_2.56,395.3894,nHILIC,0,0,0,0,0
224.0928_2.52,224.0928,nHILIC,C11H15NO4,C11H15NO4,NA,NA,4
229.108_2.52,229.108,nHILIC,0,0,0,0,0
435.3113_2.5,435.3113,nHILIC,0,0,0,0,0
193.0505_2.48,193.0505,nHILIC,0,0,0,0,0
487.3419_2.46,487.3419,nHILIC,C30H48O5,C30H48O5,NA,NA,4
567.4636_2.44,567.4636,nHILIC,0,0,0,0,0
367.2852_2.43,367.2852,nHILIC,0,0,0,0,0
325.2382_2.43,325.2382,nHILIC,0,0,0,0,0
135.0451_2.4,135.0451,nHILIC,0,0,0,0,0
192.1029_2.38,192.1029,nHILIC,0,0,0,0,0
203.0826_2.36,203.0826,nHILIC,NA,NA,NA,NA,NA
439.3426_2.36,439.3426,nHILIC,NA,NA,NA,NA,NA
437.3269_2.36,437.3269,nHILIC,C26H46O5,C26H46O5,NA,NA,4
134.0247_2.35,134.0247,nHILIC,0,0,0,0,0
134.0611_2.35,134.0611,nHILIC,0,0,0,0,0
517.3893_2.34,517.3893,nHILIC,Ganoderiol C,C32H54O5,NA,HMDB37781,NA
315.2538_2.26,315.2538,nHILIC,0,0,0,0,0
238.0722_2.26,238.0722,nHILIC,0,0,0,0,0
301.1291_2.25,301.1291,nHILIC,0,0,0,0,0
208.0647_2.23,208.0647,nHILIC,0,0,0,0,0
327.2172_2.22,327.2172,nHILIC,0,0,0,0,0
130.0145_2.2,130.0145,nHILIC,0,0,0,0,0
561.4147_2.2,561.4147,nHILIC,Campesterol glucoside,C34H58O6,NA,NA,NA
327.2172_2.18,327.2172,nHILIC,0,0,0,0,0
349.2385_2.14,349.2385,nHILIC,NA,NA,NA,NA,NA
239.1652_2.13,239.1652,nHILIC,0,0,0,0,0
143.0713_2.13,143.0713,nHILIC,4-Hydroxycyclohexylcarboxylic acid|Tetrahydrofurfuryl acetate|Botryodiplodin|Methyl (R)-3-methyl-2-oxopentanoate|Ethyl levulinate,C7H12O3,||||,HMDB01988|HMDB31176|HMDB36594|HMDB37114|HMDB40433,NA
487.3416_2.11,487.3416,nHILIC,C30H48O5,C30H48O5,NA,NA,4
213.088_2.04,213.088,nHILIC,0,0,0,0,0
215.1288_2.01,215.1288,nHILIC,0,0,0,0,0
120.0454_1.98,120.0454,nHILIC,0,0,0,0,0
83.0139_1.91,83.0139,nHILIC,0,0,0,0,0
405.3009_1.89,405.3009,nHILIC,"MG(0:0/22:4(7Z,10Z,13Z,16Z)/0:0)|MG(22:4(7Z,10Z,13Z,16Z)/0:0/0:0)|[14]-Gingerol",C25H42O4,||,HMDB11554|HMDB11584|,NA
215.1288_1.82,215.1288,nHILIC,0,0,0,0,0
423.4206_1.79,423.4206,nHILIC,0,0,0,0,0
325.1663_1.79,325.1663,nHILIC,0,0,0,0,0
383.3164_1.78,383.3164,nHILIC,0,0,0,0,0
507.3684_1.77,507.3684,nHILIC,Fasciculol C,C30H52O6,NA,HMDB35853,NA
423.4203_1.77,423.4203,nHILIC,0,0,0,0,0
125.0971_1.75,125.0971,nHILIC,0,0,0,0,0
256.0977_1.67,256.0977,nHILIC,0,0,0,0,0
559.3986_1.65,559.3986,nHILIC,0,0,0,0,0
215.1289_1.63,215.1289,nHILIC,0,0,0,0,0
245.1393_1.61,245.1393,nHILIC,0,0,0,0,0
207.1391_1.59,207.1391,nHILIC,0,0,0,0,0
215.1288_1.57,215.1288,nHILIC,0,0,0,0,0
269.1755_1.52,269.1755,nHILIC,0,0,0,0,0
209.1184_1.49,209.1184,nHILIC,0,0,0,0,0
309.2071_1.49,309.2071,nHILIC,0,0,0,0,0
221.1546_1.48,221.1546,nHILIC,0,0,0,0,0
507.5141_1.44,507.5141,nHILIC,0,0,0,0,0
722.5155_1.39,722.5155,nHILIC,Lipids PE(P-36:4),C41H74NO7P,0,0,NA
151.0513_1.37,151.0513,nHILIC,0,0,0,0,0
369.3006_1.32,369.3006,nHILIC,0,0,0,0,0
109.0406_1.29,109.0406,nHILIC,0,0,0,0,0
367.2854_1.27,367.2854,nHILIC,0,0,0,0,0
80.9651_1.26,80.9651,nHILIC,0,0,0,0,0
211.0975_1.18,211.0975,nHILIC,0,0,0,0,0
129.0557_1.18,129.0557,nHILIC,4-methyl-2-oxopentanoate|3-Methyl-2-oxovaleric acid,C6H10O3,C00233|C00671,HMDB00695|HMDB03736,3
183.0662_1.16,183.0662,nHILIC,0,0,0,0,0
173.1182_1.16,173.1182,nHILIC,NA,NA,NA,NA,NA
187.1339_1.16,187.1339,nHILIC,"3-Hydroxycapric acid|(R)-3-Hydroxydecanoic acid|9-Hydroxydecanoic acid|(1R,2R,4R,8R)-p-Menthane-2,8,9-triol|7-Methyl-3-methylene-1,6,7-octanetriol|cis-p-Menthane-1,7,8-triol|2,6-Dimethyl-7-octene-2,3,6-triol|(1S,2S,4R,8R)-p-Menthane-1,2,9-triol|2-Hexyl-1,3-dioxan-5-ol|2-Hexyl-1,3-dioxolane-4-methanol|(1R,2R,4S)-p-Menthane-1,2,8-triol|xi-5-Hydroxydecanoic acid|Ethyl (ª)-3-hydroxyoctanoate|(1R,2R,4R,8R)-p-Menthane-2,8,9-triol|(1R,2R,4R,8S)-p-Menthane-2,8,9-triol|(1S,2R,4R,8R)-p-Menthane-2,8,9-triol|(1S,2R,4R,8S)-p-Menthane-2,8,9-triol|(1S,2S,4S,8R)-p-Menthane-2,8,9-triol|(1S,2S,4S,8S)-p-Menthane-2,8,9-triol|(1R*,2S*,4R*,8R*)-p-Menthane-2,8,9-triol|(1R*,2S*,4R*,8S*)-p-Menthane-2,8,9-triol|(1S*,2S*,4R*,8R*)-p-Menthane-2,8,9-triol",C10H20O3,|||||||||||||||||||||,HMDB02203|HMDB10725|HMDB33201|HMDB33574|HMDB33640|HMDB34783|HMDB38186|HMDB39470|HMDB39668|HMDB39669|HMDB39893|HMDB40329|HMDB41600|||||||||,NA
144.0454_1.16,144.0454,nHILIC,0,0,0,0,0
243.16_1.15,243.16,nHILIC,0,0,0,0,0
229.1444_1.15,229.1444,nHILIC,0,0,0,0,0
335.2226_1.14,335.2226,nHILIC,"Leukotriene B4|5(S)-Hydroperoxyeicosatetraenoic acid|8-iso-PGA1|Prostaglandin A1|Prostaglandin B1|12(S)-HPETE|15(S)-HPETE|Hepoxilin A3|Hepoxilin B3|12(R)-HPETE|11H-14,15-EETA|11(R)-HPETE|8(S)-HPETE|15H-11,12-EETA|6-trans-Leukotriene B4|6-trans-12-epi-Leukotriene B4|12(S)-Leukotriene B4|14,15-DiHETE|17,18-DiHETE|5,15-DiHETE|8,15-DiHETE|5-HPETE|10,11-dihydro-12-oxo-LTB4|6,7-dihydro-5-oxo-12-epi-LTB4|(14S)-14,15-Dihydroxy-8(17),13(16)-labdadien-19-oic acid|9alpha-(3-Methylbutanoyloxy)-4S-hydroxy-10(14)-oplopen-3-one|ent-1(10)-Halimene-15,19-dioic acid|9-Deoxy-delta12-PGD2|Prostaglandin C1|12,20-DiHETE|Prostaglandin A-1|Prostaglandin B-1|[9]-Gingerol|Methyl-[8]-gingerol",C20H32O4,C02165|C05356||C04685|C00959|C05965|C05966|C14808|C14810|C14812|C14813|C14820|C14823|C14781|||C04853|||||C05356 |||||||C04686|||||,HMDB01085|HMDB01193|HMDB02236|HMDB02656|HMDB02982|HMDB04243|HMDB04244|HMDB04688|HMDB04690|HMDB04692|HMDB04693|HMDB04696|HMDB04699|HMDB05050|HMDB05087|HMDB05088|HMDB05089|HMDB10204|HMDB10211|HMDB10216|HMDB10219|HMDB11135|HMDB12498|HMDB12839|HMDB34686|HMDB39171|HMDB39441|HMDB60103|HMDB60104|HMDB60105||||,NA
159.0563_1.14,159.0563,nHILIC,0,0,0,0,0
243.1964_1.14,243.1964,nHILIC,"C14:0,OH FA (Hydroxy-myristic acid)",C14H28O3,NA,HMDB02261,2
209.0819_1.14,209.0819,nHILIC,C11H14O4,C11H14O4,NA,NA,4
327.2175_1.13,327.2175,nHILIC,0,0,0,0,0
239.1652_1.13,239.1652,nHILIC,"C14:2,OH FA (Hydroxy-tetradecadienoic acid)",C14H24O3,NA,NA,2
241.1808_1.13,241.1808,nHILIC,"C14:1,OH FA (Hydroxy-tetradecenoic acid)",C14H26O3,NA,NA,2
271.1912_1.13,271.1912,nHILIC,0,0,0,0,0
204.9811_1.13,204.9811,nHILIC,Benzenetriol sulfate,C6H6O6S,NA,NA,3
445.332_1.12,445.332,nHILIC,"13'-Carboxy-gamma-tocopherol|(3beta,5alpha,6beta,7alpha,22E,24R)-Ergosta-8,22-diene-3,5,6,7-tetrol|(3beta,5alpha,6alpha,9alpha,22E,24R)-Ergosta-7,22-diene-3,5,6,9-tetrol|3,5,9-Trihydroxyergost-7-en-6-one|Secasterone|3-Dehydroteasterone|Diisodecyl phthalate",C28H46O4,||||||C14578,HMDB12557|HMDB32107|HMDB32123|HMDB32875|HMDB40999|HMDB41527|,NA
433.332_1.12,433.332,nHILIC,"3a,7a-Dihydroxycoprostanic acid|3a,7a,12a-Trihydroxy-5b-cholestan-26-al|[16]-Gingerol",C27H46O4,|C01301|,HMDB00359|HMDB03533|,NA
419.3165_1.11,419.3165,nHILIC,0,0,0,0,0
567.4636_1.11,567.4636,nHILIC,0,0,0,0,0
539.4312_1.11,539.4312,nHILIC,0,0,0,0,0
441.3582_1.1,441.3582,nHILIC,0,0,0,0,0
319.2276_1.1,319.2276,nHILIC,"C20:4,OH FA (HETE)",C20H32O3,C04805 ,HMDB11134,2
141.0921_1.1,141.0921,nHILIC,C8:1 FA (Octenoic acid),C8H14O2,NA,HMDB32207,2
473.3632_1.1,473.3632,nHILIC,"Soyasapogenol A|Camelliagenin A|Priverogenin B|(3alphaOH,20S,24S)-3,19:20,24-Diepoxydammarane-3,25-diol|Ganoderiol A|20,24-Epoxy-25,26-dihydroxydammaran-3-one|Diundecyl phthalate",C30H50O4,C17419||||||C02391,HMDB34505|HMDB34528|HMDB34644|HMDB34683|HMDB35326|HMDB39692|,NA
397.3321_1.09,397.3321,nHILIC,0,0,0,0,0
537.4883_1.09,537.4883,nHILIC,0,0,0,0,0
451.3426_1.09,451.3426,nHILIC,NA,NA,NA,NA,NA
413.2001_1.08,413.2001,nHILIC,4-chloro-N-(3-methoxypropyl)-N-[(3S)-1-(2-phenylethyl)piperidin-3-yl]benzamide,NA,NA,NA,NA
383.1532_1.08,383.1532,nHILIC,16a-hydroxy DHEA 3-sulfate,C19H28O6S,NA,HMDB62544,3
285.0976_1.08,285.0976,nHILIC,0,0,0,0,0
195.139_1.08,195.139,nHILIC,0,0,0,0,0
93.0346_1.07,93.0346,nHILIC,Hydroxybenzoic acid,C6H6O,C00146,HMDB00228,NA
179.0574_1.07,179.0574,nHILIC,0,0,0,0,0
172.9913_1.07,172.9913,nHILIC,Phenol sulphate,C6H6O4S,C00850,HMDB60015,2
355.2852_1.06,355.2852,nHILIC,0,0,0,0,0
172.0404_1.06,172.0404,nHILIC,0,0,0,0,0
217.0175_1.05,217.0175,nHILIC,0,0,0,0,0
411.1845_1.05,411.1845,nHILIC,17-Hydroxypregnenolone sulfate,NA,NA,NA,NA
383.1895_1.05,383.1895,nHILIC,0,0,0,0,0
429.3007_1.03,429.3007,nHILIC,0,0,0,0,0
187.007_1.02,187.007,nHILIC,p-Cresol sulfate,C7H8O4S,NA,HMDB0011635,2
153.0193_0.98,153.0193,nHILIC,NA,NA,NA,NA,NA
199.1703_0.98,199.1703,nHILIC,0,0,0,0,0
227.2016_0.97,227.2016,nHILIC,0,0,0,0,0
320.1613_0.96,320.1613,nHILIC,0,0,0,0,0
225.1859_0.96,225.1859,nHILIC,NA,NA,NA,NA,NA
213.1859_0.96,213.1859,nHILIC,0,0,0,0,0
253.2172_0.96,253.2172,nHILIC,C16:1 FA (Palmitoleic acid),C16H30O2,C08362,HMDB03229,2
255.2327_0.96,255.2327,nHILIC,C16:0 FA (Palmitic acid),C16H32O2,C00249,HMDB00220,1
243.033_0.95,243.033,nHILIC,0,0,0,0,0
267.2326_0.95,267.2326,nHILIC,0,0,0,0,0
439.379_0.95,439.379,nHILIC,0,0,0,0,0
305.2483_0.94,305.2483,nHILIC,NA,NA,NA,NA,NA
329.2483_0.94,329.2483,nHILIC,0,0,0,0,0
303.2326_0.94,303.2326,nHILIC,C20:4 FA (Arachidonic acid),C20H32O2,C00219,HMDB01043,1
331.2639_0.94,331.2639,nHILIC,NA,NA,NA,NA,NA
230.9967_0.94,230.9967,nHILIC,NA,NA,NA,NA,NA
309.2797_0.94,309.2797,nHILIC,0,0,0,0,0
404.2188_0.93,404.2188,nHILIC,0,0,0,0,0
465.304_0.93,465.304,nHILIC,0,0,0,0,0
379.3579_0.92,379.3579,nHILIC,0,0,0,0,0
351.3266_0.92,351.3266,nHILIC,0,0,0,0,0
353.3422_0.92,353.3422,nHILIC,0,0,0,0,0
407.3891_0.92,407.3891,nHILIC,0,0,0,0,0
381.3735_0.92,381.3735,nHILIC,0,0,0,0,0
339.3266_0.92,339.3266,nHILIC,0,0,0,0,0
239.2015_0.92,239.2015,nHILIC,0,0,0,0,0
437.436_0.91,437.436,nHILIC,0,0,0,0,0
449.4361_0.91,449.4361,nHILIC,0,0,0,0,0
409.4048_0.91,409.4048,nHILIC,0,0,0,0,0
367.3579_0.91,367.3579,nHILIC,0,0,0,0,0
325.3109_0.91,325.3109,nHILIC,0,0,0,0,0
529.4621_0.91,529.4621,nHILIC,0,0,0,0,0
381.1383_4.12,381.1383,nHILIC,"Riboflavin-(dioxopyrimidine-13C4,15N2)",C22H23ClN2O2,NA,NA,NA
120.0698_7.92,120.0698,nHILIC,"L-PROLINE-13C5,15N",C7H9N2,0,0,NA
216.1134_6.64,216.1134,nHILIC,"L-TRYPTOPHAN-13C11, 15N2",NA,NA,NA,NA
496.3391_10.84,496.3391,pRPLC,LysoPC(16:0),C24H50NO7P,C04230,HMDB10382,2
291.1199_8.87,291.1199,pRPLC,C14H20O5_pos,C14H20O5,NA,NA,4
235.092_0.61,235.092,pRPLC,C8H14N2O6,C8H14N2O6,NA,NA,4
315.0792_0.55,315.0792,pRPLC,Valdecoxib|Valdecoxib,C16H14N2O3S,|,HMDB05033|,NA
520.3392_10.63,520.3392,pRPLC,LysoPC(18:2),C26H50NO7P,C04230,HMDB10386,2
310.3098_12.59,310.3098,pRPLC,Oleoyl Ethyl Amide,C20H39NO,NA,NA,3
282.2786_11.43,282.2786,pRPLC,C18H35NO,C18H35NO,NA,NA,4
316.0342_8.92,316.0342,pRPLC,0,0,0,0,0
211.0961_6.21,211.0961,pRPLC,0,0,0,0,0
263.0884_7.65,263.0884,pRPLC,C13H18O5_pos,C9H14N2O7,NA,NA,NA
265.1177_3.55,265.1177,pRPLC,Alpha-N-Phenylacetyl-L-glutamine,C13H16N2O4,C04148,HMDB06344,2
229.2159_0.5,229.2159,pRPLC,0,0,0,0,0
114.0913_3.01,114.0913,pRPLC,C6H11NO,C6H11NO,NA,NA,4
130.0652_4.55,130.0652,pRPLC,3-Indolepropionic acid,C9H7N,NA,HMDB02302,NA
323.1312_5.29,323.1312,pRPLC,NA,NA,NA,NA,NA
190.0861_5.45,190.0861,pRPLC,3-Indolepropionic acid,C11H11NO2,NA,HMDB02302,1
296.0693_6.28,296.0693,pRPLC,0,0,0,0,0
237.102_6.8,237.102,pRPLC,C15H12N2O,C15H12N2O,NA,NA,4
339.0745_7.67,339.0745,pRPLC,C14H15N2O6P,C14H15N2O6P,NA,NA,4
263.0673_7.51,263.0673,pRPLC,0,0,0,0,0
355.2081_8.76,355.2081,pRPLC,0,0,0,0,0
351.1945_9.25,351.1945,pRPLC,0,0,0,0,0
315.1946_9.78,315.1946,pRPLC,0,0,0,0,0
468.3078_10.14,468.3078,pRPLC,LysoPC(14:0),C22H46NO7P,C04230,HMDB10379,2
380.2555_10.29,380.2555,pRPLC,C18 Sphingosine 1-phosphate,C18H38NO5P,C06124,HMDB00277,2
419.3139_10.74,419.3139,pRPLC,0,0,0,0,0
522.3548_11.03,522.3548,pRPLC,LysoPC(18:1),C26H52NO7P,C04230,HMDB02815,2
482.3234_11.59,482.3234,pRPLC,LysoPE(18:0),C23H48NO7P,NA,HMDB11129,2
515.3707_11.88,515.3707,pRPLC,0,0,0,0,0
244.1904_12.6,244.1904,pRPLC,0,0,0,0,0
694.4642_12.76,694.4642,pRPLC,0,0,0,0,0
336.3255_13.19,336.3255,pRPLC,0,0,0,0,0
203.0587_13.73,203.0587,pRPLC,0,0,0,0,0
193.1585_12.6,193.1585,pRPLC,0,0,0,0,0
550.3862_11.87,550.3862,pRPLC,LysoPC(20:1),C28H56NO7P,C04230,HMDB10391,2
399.3252_11.83,399.3252,pRPLC,0,0,0,0,0
502.2923_10.63,502.2923,pRPLC,LysoPE(20:4),C25H44NO7P,NA,HMDB11487,2
259.0849_5.77,259.0849,pRPLC,0,0,0,0,0
160.0757_5.45,160.0757,pRPLC,0,0,0,0,0
204.0654_5.45,204.0654,pRPLC,0,0,0,0,0
296.0693_5.36,296.0693,pRPLC,0,0,0,0,0
170.1174_4.69,170.1174,pRPLC,0,0,0,0,0
166.0862_0.9,166.0862,pRPLC,L-Phenylalanine,C9H11NO2,C00079,HMDB00159,1
205.0969_1.4,205.0969,pRPLC,L-Tryptophan,C11H12N2O2,C00078,HMDB00929,1
165.0545_0.54,165.0545,pRPLC,0,0,0,0,0
182.081_0.54,182.081,pRPLC,0,NA,0,0,NA
257.2466_0.5,257.2466,pRPLC,0,0,0,0,0
233.0767_0.57,233.0767,pRPLC,0,0,0,0,0
191.1024_0.61,191.1024,pRPLC,0,0,0,0,0
120.0655_0.56,120.0655,pRPLC,NA,NA,NA,NA,NA
156.0767_0.56,156.0767,pRPLC,L-Histidine,C6H9N3O2,C00135,HMDB00177,1
522.0883_0.69,522.0883,pRPLC,0,0,0,0,0
114.0662_0.55,114.0662,pRPLC,Creatinine,C4H7N3O,C00791,HMDB00562,1
130.0498_0.57,130.0498,pRPLC,NA,NA,NA,NA,NA
132.1018_0.55,132.1018,pRPLC,L-Isoleucine|L-Leucine,C6H13NO2,C00407|C00123,HMDB00172|HMDB00687,1
172.9523_0.58,172.9523,pRPLC,0,0,0,0,0
187.0712_0.61,187.0712,pRPLC,0,0,0,0,0
293.0972_0.6,293.0972,pRPLC,EDTA,C10H16N2O8,NA,NA,NA
269.0761_2.45,269.0761,pRPLC,0,0,0,0,0
282.1072_2.43,282.1072,pRPLC,0,0,0,0,0
247.1435_2.88,247.1435,pRPLC,Tryptophan betaine,C14H18N2O2,C09213,HMDB61115,3
143.0814_0.6,143.0814,pRPLC,0,0,0,0,0
132.0655_0.62,132.0655,pRPLC,0,0,0,0,0
379.2021_3.57,379.2021,pRPLC,0,0,0,0,0
279.1696_4.07,279.1696,pRPLC,0,0,0,0,0
146.0601_4.11,146.0601,pRPLC,3-Formylindole,C9H7NO,C08493,HMDB29737,3
119.0815_4.28,119.0815,pRPLC,0,0,0,0,0
245.149_4.32,245.149,pRPLC,0,0,0,0,0
254.0588_4.4,254.0588,pRPLC,0,0,0,0,0
174.0549_4.55,174.0549,pRPLC,0,0,0,0,0
204.0654_4.87,204.0654,pRPLC,0,0,0,0,0
453.2379_5.07,453.2379,pRPLC,0,0,0,0,0
289.1615_5.12,289.1615,pRPLC,0,0,0,0,0
353.0307_5.47,353.0307,pRPLC,0,0,0,0,0
277.0378_5.46,277.0378,pRPLC,Dihydroferulic acid 4-sulfate,C10H12O7S,NA,HMDB41724,3
321.1156_5.6,321.1156,pRPLC,C13H20O9,C13H20O9,NA,NA,4
142.0863_5.62,142.0863,pRPLC,0,0,0,0,0
302.1016_5.86,302.1016,pRPLC,C16H15NO5(1),C16H15NO5,NA,NA,4
309.1314_6.01,309.1314,pRPLC,0,0,0,0,0
217.1431_5.8,217.1431,pRPLC,"C11:0,DC FA (Undecanedioic acid)",C11H20O4,NA,HMDB00888,2
204.1018_6.21,204.1018,pRPLC,0,0,0,0,0
265.1062_6.5,265.1062,pRPLC,0,0,0,0,0
254.1171_6.51,254.1171,pRPLC,0,0,0,0,0
203.1276_6.7,203.1276,pRPLC,0,0,0,0,0
263.1254_6.75,263.1254,pRPLC,C11H14N6O2,C11H14N6O2,NA,NA,4
277.1404_6.79,277.1404,pRPLC,0,0,0,0,0
215.1064_6.85,215.1064,pRPLC,0,0,0,0,0
227.0911_6.98,227.0911,pRPLC,0,0,0,0,0
273.1005_7.01,273.1005,pRPLC,0,0,0,0,0
203.1276_7.04,203.1276,pRPLC,0,0,0,0,0
245.1142_7.06,245.1142,pRPLC,C11H12N6O,C11H12N6O,NA,NA,4
363.2159_7.26,363.2159,pRPLC,Cortisol,C21H30O5,C00735,HMDB00063,1
347.221_7.39,347.221,pRPLC,C21H30O4,C21H30O4,NA,NA,4
315.1331_7.46,315.1331,pRPLC,"bilirubin degradation product, C17H18N2O4(2)",C17H18N2O4,NA,NA,3
485.1476_7.61,485.1476,pRPLC,0,0,0,0,0
331.2258_7.88,331.2258,pRPLC,Hydroxyprogesterone,C21H30O3,C01176,HMDB00374,2
283.1895_8.18,283.1895,pRPLC,0,0,0,0,0
269.1378_8.32,269.1378,pRPLC,C14H20O5_pos,C14H20O5,NA,NA,4
333.2046_8.59,333.2046,pRPLC,C20H28O4,C20H28O4,NA,NA,4
305.2468_8.64,305.2468,pRPLC,0,0,0,0,0
387.2521_8.88,387.2521,pRPLC,12a-Hydroxy-3-oxocholadienic acid|9'-Carboxy-alpha-tocotrienol|Medroxyprogesterone Acetate|Medroxyprogesterone Acetate,C24H34O4,|||C08150,HMDB00385|HMDB12867||,NA
283.1536_8.88,283.1536,pRPLC,C15H22O5_pos,C15H22O5,NA,NA,4
318.2996_8.93,318.2996,pRPLC,Phytosphingosine,C18H39NO3,C12144,HMDB04610,NA
165.0548_9.17,165.0548,pRPLC,0,0,0,0,0
313.179_9.19,313.179,pRPLC,0,0,0,0,0
303.2312_9.26,303.2312,pRPLC,0,NA,0,0,NA
387.1556_9.27,387.1556,pRPLC,0,0,0,0,0
351.1349_9.36,351.1349,pRPLC,0,0,0,0,0
231.1588_9.38,231.1588,pRPLC,0,0,0,0,0
323.184_9.43,323.184,pRPLC,0,0,0,0,0
305.1353_9.53,305.1353,pRPLC,C13H16N6O3,C13H16N6O3,NA,NA,4
317.2467_9.65,317.2467,pRPLC,Pregnenolone|Dihydroprogesterone,C21H32O2,"	C01953|C04042",HMDB00253|HMDB03069,3
255.2103_9.67,255.2103,pRPLC,"18-Nor-4(19),8,11,13-abietatetraene",C19H26,NA,HMDB41371,NA
581.2381_9.7,581.2381,pRPLC,0,0,0,0,0
365.208_9.85,365.208,pRPLC,0,0,0,0,0
271.2414_9.85,271.2414,pRPLC,ar-Artemisene|Dehydroabietane|All-Trans Axerophthene,C20H30,||,HMDB39155||,NA
333.1844_9.95,333.1844,pRPLC,0,0,0,0,0
343.2253_10.04,343.2253,pRPLC,0,0,0,0,0
341.1997_9.99,341.1997,pRPLC,0,0,0,0,0
415.319_10.01,415.319,pRPLC,C27H42O3,C27H42O3,NA,NA,4
538.2808_10.06,538.2808,pRPLC,0,0,0,0,0
445.294_10.1,445.294,pRPLC,C27H40O5(2),C27H40O5,NA,NA,4
385.1889_10.12,385.1889,pRPLC,0,0,0,0,0
972.1599_10.13,972.1599,pRPLC,0,0,0,0,0
111.1168_10.12,111.1168,pRPLC,C12H22O2_pos,NA,NA,NA,NA
980.4988_10.18,980.4988,pRPLC,0,0,0,0,0
301.2155_10.22,301.2155,pRPLC,0,0,0,0,0
357.2782_10.31,357.2782,pRPLC,Hydroxy-cholenoic acid,C24H38O3,NA,HMDB00308,3
